;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
193.;84026;08.02.2001;INTEL CAPITAL CORPORATION;MUTEK SOLUTIONS LTD;IL;7371;Minority stake unknown %
194.;1909640339;12.10.2017;INTEL CAPITAL CORPORATION;SECURITYSCORECARD INC.;US;7372 / 7373 / 7374;Minority stake unknown %
195.;259035;14.02.2001;INTEL CAPITAL CORPORATION;FIBER OPTIC NETWORK SOLUTIONS CORPORATION;US;3357 / 3661 / 3663 / 3669;Minority stake unknown %
196.;553985;20.06.2007;INTEL CAPITAL CORPORATION;PGP CORPORATION;US;7371 / 7372;Minority stake unknown %
197.;1601379891;;INTEL CAPITAL CORPORATION;FLATFROG LABORATORIES AB;SE;3575;Minority stake unknown %
198.;553857;04.07.2007;INTEL CAPITAL CORPORATION;DIBCOM SA;FR;3679 / 4899;Minority stake unknown %
199.;1909648981;01.11.2017;INTEL CAPITAL CORPORATION;MARIADB CORPORATION AB;FI;7372 / 7374;Minority stake unknown %
200.;1601178318;17.05.2011;INTEL CAPITAL CORPORATION;BLACKARROW INC.;US;7371 / 7372;Minority stake unknown %
201.;161115;02.05.2001;INTEL CAPITAL CORPORATION;FAST-CHIP, INC.;US;3674;Minority stake unknown %
202.;1909419275;23.03.2016;INTEL CAPITAL CORPORATION;STRATOSCALE LTD;IL;7371 / 7372;Minority stake unknown %
203.;1601380246;20.06.2012;INTEL CAPITAL CORPORATION;BROMIUM INC.;US;7371 / 7372;Minority stake unknown %
204.;407122;05.01.2006;INTEL CAPITAL CORPORATION;XDX INC.;US;8731 / 8734;Minority stake unknown %
205.;232623;05.02.2002;INTEL CAPITAL CORPORATION;VSK PHOTONICS INC.;US;3674;Minority stake unknown %
206.;572397;03.09.2007;INTEL CAPITAL CORPORATION;SPATIAL PHOTONICS INC.;US;3571 / 3572 / 3575 / 3651 / 3652 / 3661 / 3663 / 3669 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679 / 3695 / 3812 / 3822 / 3823 / 3824 / 3825 / 3826 / 3829 / 3844 / 3845 / 7372;Minority stake unknown %
207.;159214;06.11.2000;INTEL CAPITAL CORPORATION;NARUS INC.;US;7371 / 7372;Minority stake unknown %
208.;144955;21.08.2000;INTEL CAPITAL CORPORATION;GOAHEAD SOFTWARE INC.;US;7371 / 7372;Minority stake unknown %
209.;1601311394;24.10.2011;INTEL CAPITAL CORPORATION;WAZE MARKET INC.;US;7371 / 7372 / 7382;Minority stake unknown %
