;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
41.;225294;06.07.2004;SIEMENS VENTURE CAPITAL GMBH;BROADLIGHT INC.;US;3661 / 3663 / 3669 / 3674;Minority stake unknown %
42.;1601032996;17.11.2008;SIEMENS VENTURE CAPITAL GMBH;ISE CORPORATION;KY;2396 / 3465 / 3694 / 3714;Minority stake unknown %
43.;1909294590;07.10.2015;SIEMENS VENTURE CAPITAL GMBH;TADO GMBH;DE;3823 / 7372;Minority stake unknown %
44.;239543;12.10.2004;SIEMENS VENTURE CAPITAL GMBH;CHANTRY NETWORKS INC.;CA;3663;Minority stake unknown %
45.;154099;05.03.2003;SIEMENS VENTURE CAPITAL GMBH;COVEGA CORPORATION;US;3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
46.;1601046759;20.10.2008;SIEMENS VENTURE CAPITAL GMBH;BEIJING CHEMCLIN BIOTECH CO., LTD;CN;2835 / 8731;Minority stake unknown %
47.;551281;27.06.2007;SIEMENS VENTURE CAPITAL GMBH;U-SYSTEMS INC.;US;3841 / 3845;Minority stake unknown %
48.;1909134732;13.08.2014;SIEMENS VENTURE CAPITAL GMBH;SEVENTH SENSE BIOSYSTEMS INC.;US;3841;Minority stake unknown %
49.;320232;22.02.2005;SIEMENS VENTURE CAPITAL GMBH;FOLLOWAP INC.;GB;7371 / 7372;Minority stake unknown %
50.;171617;09.05.2006;SIEMENS VENTURE CAPITAL GMBH;SANDBRIDGE TECHNOLOGIES, INC.;US;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
51.;1601379868;20.06.2012;SIEMENS VENTURE CAPITAL GMBH;POWER PLUS COMMUNICATIONS AG;DE;4813 / 4822 / 7371 / 7372;Minority stake unknown %
52.;1941061568;11.04.2018;SIEMENS VENTURE CAPITAL GMBH;VERKADA INC.;US;3651;Minority stake unknown %
53.;1909240618;02.06.2015;SIEMENS VENTURE CAPITAL GMBH;COUNTERTACK INC.;US;7374;Minority stake unknown %
54.;1941062697;03.04.2018;SIEMENS VENTURE CAPITAL GMBH;DEEPSCALE INC.;US;7371 / 7372;Minority stake unknown %
55.;1909115718;17.06.2014;SIEMENS VENTURE CAPITAL GMBH;SUNVERGE ENERGY INC.;US;7372 / 7374;Minority stake unknown %
56.;1601428378;07.12.2012;SIEMENS VENTURE CAPITAL GMBH;TENDRIL NETWORKS INC.;US;7374;Minority stake unknown %
57.;1601175783;08.04.2010;SIEMENS VENTURE CAPITAL GMBH;ENSTORAGE INC.;IL;3691 / 3692;Minority stake unknown %
58.;549229;20.03.2007;SIEMENS VENTURE CAPITAL GMBH;GENBAND INC.;US;7371 / 7374;Minority stake unknown %
59.;344755;17.05.2005;SIEMENS VENTURE CAPITAL GMBH;VOLTAGE SECURITY INC.;US;7371;Minority stake unknown %
60.;1601215568;08.09.2010;SIEMENS VENTURE CAPITAL GMBH;COULOMB TECHNOLOGIES INC.;US;4911;Minority stake unknown %
